id_punto,alcaldia,latitud,longitud,diagnostico
DS-0074,Coyoacán,19.16696974293267,-99.04254896421624,signo_longitud
DS-0075,Gustavo A. Madero,19.07915137084453,-99.00919379324752,ok
DS-0076,Álvaro Obregón,19.190691946011,-99.1480834068386,ok
DS-0077,Álvaro Obregón,19.196796878883344,-98.98617910245146,coordenadas_invertidas
DS-0078,Álvaro Obregón,19.38095825736345,-99.1151504237852,ok
DS-0079,Benito Juárez,19.32851607617064,-99.00989028046652,ok
DS-0080,Miguel Hidalgo,19.441949104553206,-99.21376368176338,signo_longitud
DS-0082,Cuauhtémoc,19.253193430720035,-99.13743558359816,ok
DS-0083,Coyoacán,19.45701019233302,-99.30800811364156,ok
DS-0084,Gustavo A. Madero,19.13348645995385,-99.19057899731938,ok
DS-0085,Miguel Hidalgo,19.06135603656693,-98.98306493097934,ok
DS-0086,Gustavo A. Madero,19.09502393038782,-99.0976671038541,ok
DS-0087,Tlalpan,19.411179675298225,-99.2789973670252,ok
DS-0088,Gustavo A. Madero,19.28093861512569,-99.21445774575616,ok
DS-0089,Coyoacán,19.130635889516803,-99.27335879613491,ok
DS-0090,Cuauhtémoc,19.300522387551684,-99.34007074728056,ok
DS-0091,Azcapotzalco,19.126156051356585,-98.9790158165984,ok
DS-0092,Coyoacán,19.39816018753887,-99.17071706869724,ok
DS-0093,Azcapotzalco,19.273078137787017,-99.22698597103168,signo_longitud
DS-0094,Miguel Hidalgo,19.240510613048244,-99.1106091233769,ok
DS-0095,Miguel Hidalgo,19.20075604457394,-99.34707421748278,ok
DS-0096,Tlalpan,19.365141296559443,-99.23879115735969,ok
DS-0097,Venustiano Carranza,19.230906305276697,-99.06878661372043,ok
DS-0098,Azcapotzalco,19.09382495965805,-99.0964920907723,ok
DS-0099,Tlalpan,19.10900295106026,-98.957277620983,ok
DS-0101,Venustiano Carranza,19.504290345353805,-99.15899765054893,signo_longitud
DS-0102,Gustavo A. Madero,19.39985356690537,-99.0454269747264,signo_longitud
DS-0103,Miguel Hidalgo,19.18293498072976,-98.98866885121438,ok
DS-0104,Miguel Hidalgo,19.53458818867386,-99.06172162131266,ok
DS-0105,Azcapotzalco,19.439375451982897,-98.96471551058023,ok
DS-0106,Benito Juárez,19.4084450945795,-99.03719793170472,ok
DS-0107,Tlalpan,19.27468075107189,-99.00327942469524,ok
DS-0108,Miguel Hidalgo,19.18612078092258,-99.30435837152656,ok
DS-0109,Benito Juárez,19.09819548107675,-99.05703459880247,ok
DS-0110,Benito Juárez,19.50130119827192,-99.17396452018905,ok
DS-0111,Benito Juárez,19.277888144916805,-99.12875847903548,ok
DS-0112,Gustavo A. Madero,19.151181682397617,-99.08835903620704,ok
DS-0113,Venustiano Carranza,19.202978312075327,-98.96207395331776,ok
DS-0114,Venustiano Carranza,19.339609784470948,-98.95616876742736,signo_longitud
DS-0115,Tlalpan,19.138386391469616,-99.23470870180483,ok
DS-0116,Benito Juárez,19.478307142046187,-99.05649860102484,ok
DS-0118,Iztapalapa,19.40973147797547,-99.21140285547476,ok
DS-0119,Iztapalapa,19.266046519887556,-99.3004520900543,ok
DS-0121,Tlalpan,19.34204898445637,-99.03906274898831,ok
DS-0122,Venustiano Carranza,19.37492330077741,-99.15412010327324,ok
DS-0123,Iztapalapa,19.092222160569943,-98.95578393220204,ok
DS-0124,Gustavo A. Madero,19.257903701085304,-99.16401061752254,ok
DS-0125,Tlalpan,19.070807086930948,-98.95883320837046,ok
DS-0126,Benito Juárez,19.29699540962226,-99.18536959912235,ok
DS-0127,Coyoacán,19.214930606166394,-99.032527139776,ok
DS-0128,Gustavo A. Madero,19.122262094433022,-99.31607229107526,ok
DS-0129,Cuauhtémoc,19.10170148386128,-99.1278153159449,ok
DS-0130,Coyoacán,19.34382228608885,-99.0291760852057,coordenadas_invertidas
DS-0131,Tlalpan,19.135296484268444,-98.98011933311204,coordenadas_invertidas
DS-0132,Venustiano Carranza,19.5125600591884,-99.02096676375302,ok
DS-0133,Iztapalapa,19.3405305698502,-99.33521170911952,ok
DS-0134,Coyoacán,19.22343490226742,-99.2009190634773,ok
DS-0135,Álvaro Obregón,19.34545774574071,-99.33052061107443,ok
DS-0136,Gustavo A. Madero,19.061401935514848,-99.30628708355415,ok
DS-0137,Iztapalapa,19.52927960662072,-99.079877748533,ok
DS-0139,Iztapalapa,19.441367613625143,-99.04051172689935,ok
DS-0140,Álvaro Obregón,19.09136499996122,-99.00381738077772,ok
DS-0141,Tlalpan,19.29332916541908,-99.0542274126094,ok
DS-0143,Venustiano Carranza,19.51891322748749,-99.33041451607068,ok
DS-0144,Gustavo A. Madero,19.33586402618804,-99.25618593982348,ok
DS-0145,Coyoacán,19.28674470052848,-99.1012408906499,ok
DS-0146,Álvaro Obregón,19.183487831545943,-99.00674987815007,ok
DS-0148,Venustiano Carranza,19.31033620123577,-99.14414826315344,ok
DS-0151,Coyoacán,19.46314596209718,-99.18945777697864,ok
DS-0152,Coyoacán,19.498080385919884,-98.99174604744653,ok
DS-0153,Azcapotzalco,19.120124544499305,-99.08135487645764,ok
DS-0155,Tlalpan,19.104287870567724,-99.00888754814724,ok
DS-0156,Álvaro Obregón,19.386120046519903,-99.2107874306362,ok
DS-0157,Álvaro Obregón,19.190616891919504,-99.00866213154238,signo_longitud
DS-0158,Gustavo A. Madero,19.37971131734595,-99.23042253955244,ok
DS-0159,Azcapotzalco,19.41349730714344,-99.11387189964674,ok
DS-0160,Coyoacán,19.434323745958828,-99.19122397290086,ok
DS-0161,Azcapotzalco,19.10387047297795,-99.24006997969796,ok
DS-0162,Benito Juárez,19.50800592256881,-98.99537697513124,ok
DS-0163,Álvaro Obregón,19.16510699544744,-99.2749625272242,ok
DS-0164,Venustiano Carranza,19.06870627808809,-99.31607536350567,coordenadas_invertidas
DS-0165,Venustiano Carranza,19.327426234695743,-99.21322922458174,ok
DS-0166,Venustiano Carranza,19.23546114193122,-99.06294434094336,ok
DS-0168,Azcapotzalco,19.45412573603215,-98.9505026519733,ok
DS-0169,Venustiano Carranza,19.20856944641136,-99.23145517719551,ok
DS-0170,Venustiano Carranza,19.526449697534872,-99.18682321954748,ok
DS-0171,Cuauhtémoc,19.19545891907006,-99.29527148878816,ok
DS-0172,Tlalpan,19.307528564615858,-99.1200512281508,ok
DS-0173,Venustiano Carranza,19.1779825452838,-98.95096798509483,ok
DS-0174,Tlalpan,19.518021785024484,-99.06964759595174,ok
DS-0175,Benito Juárez,19.13230390879101,-99.11191486383466,ok
DS-0176,Tlalpan,19.072455309696164,-99.19305236283128,ok
DS-0177,Miguel Hidalgo,19.26754853000152,-98.98388049588578,ok
DS-0178,Álvaro Obregón,19.54618778202792,-99.15123336154784,ok
DS-0179,Gustavo A. Madero,19.49583863312746,-99.29625323467477,ok
DS-0180,Álvaro Obregón,19.42430400972848,-99.20384861472034,coordenadas_invertidas
DS-0181,Gustavo A. Madero,19.495396245439263,-99.32313333246088,ok
DS-0182,Benito Juárez,19.49672331984893,-99.26920838492448,ok
DS-0183,Gustavo A. Madero,19.309429180193224,-99.34293248760002,ok
DS-0184,Gustavo A. Madero,19.2079645259154,-99.16868803339992,ok
DS-0185,Gustavo A. Madero,19.436006216055496,-99.09618389401928,ok
DS-0186,Benito Juárez,19.38083063158388,-99.21268301504844,ok
DS-0187,Coyoacán,19.236828864436852,-99.18184729139789,ok
DS-0188,Benito Juárez,19.09723333403076,-98.96631629086215,coordenadas_invertidas
DS-0189,Álvaro Obregón,19.423394805674512,-99.04921475137004,coordenadas_invertidas
DS-0190,Iztapalapa,19.181230257961435,-99.13365734522202,signo_longitud
DS-0191,Coyoacán,19.51840657526689,-99.23618364995528,ok
DS-0192,Álvaro Obregón,19.17048528750284,-98.9912012804908,ok
DS-0193,Benito Juárez,19.111378966205745,-99.25596115324774,ok
DS-0194,Benito Juárez,19.465556336062456,-99.21986290779331,ok
DS-0195,Gustavo A. Madero,19.126642158312247,-98.98637407423082,coordenadas_invertidas
DS-0196,Azcapotzalco,19.13963415407887,-99.13818317788596,coordenadas_invertidas
DS-0197,Benito Juárez,19.349691395760424,-99.0530728202328,ok
DS-0198,Azcapotzalco,19.48728102041873,-99.1137020823345,coordenadas_invertidas
DS-0199,Iztapalapa,19.14821733285729,-99.0886243163962,ok
DS-0200,Miguel Hidalgo,19.20516183645005,-99.23024668339409,coordenadas_invertidas
DS-0201,Coyoacán,19.438702419120588,-99.25345117534933,ok
DS-0202,Cuauhtémoc,19.535913213030483,-99.22100306113254,ok
DS-0203,Cuauhtémoc,19.30037059310117,-99.28782337436662,ok
DS-0204,Coyoacán,19.121948751275625,-99.00027425388367,signo_longitud
DS-0205,Álvaro Obregón,19.056968143854103,-99.23670122669996,ok
DS-0206,Tlalpan,19.16482801499943,-99.12540424223424,ok
DS-0207,Miguel Hidalgo,19.11591110889326,-99.03321022994344,ok
DS-0208,Azcapotzalco,19.38882933680643,-99.03647035624972,coordenadas_invertidas
DS-0209,Benito Juárez,19.110916252314265,-99.17464549656631,ok
DS-0211,Gustavo A. Madero,19.397131217821443,-98.952119300426,ok
DS-0213,Gustavo A. Madero,19.149887825830028,-99.02414462275284,coordenadas_invertidas
DS-0214,Miguel Hidalgo,19.452062263091133,-98.9889784123123,ok
DS-0215,Miguel Hidalgo,19.407703564807903,-99.03496406550826,ok
DS-0217,Álvaro Obregón,19.115528875778654,-99.12513170650496,ok
DS-0218,Venustiano Carranza,19.111876901825173,-99.30924233707418,ok
DS-0219,Benito Juárez,19.513781275503256,-99.0888311493744,ok
DS-0221,Venustiano Carranza,19.20047434589047,-99.14490717427996,ok
DS-0222,Miguel Hidalgo,19.29429202267577,-99.17681100285289,ok
DS-0224,Álvaro Obregón,19.527811628523487,-98.96609019106832,ok
DS-0225,Álvaro Obregón,19.19322311344103,-99.30879892634792,ok
DS-0227,Azcapotzalco,19.06242974569313,-99.25157335539802,ok
DS-0230,Venustiano Carranza,19.102948701875377,-99.14356487949716,ok
DS-0231,Gustavo A. Madero,19.12016979853196,-99.22497202038856,ok
DS-0232,Cuauhtémoc,19.259557159658154,-99.32961580697004,ok
DS-0233,Venustiano Carranza,19.53311595607159,-99.3053598527003,ok
DS-0234,Miguel Hidalgo,19.34802127661719,-99.19619824880402,ok
DS-0235,Iztapalapa,19.516511610800105,-99.32578861966938,ok
DS-0236,Tlalpan,19.452180457806485,-99.07072410975604,ok
DS-0239,Álvaro Obregón,19.05891839198849,-99.19234968912876,signo_longitud
DS-0241,Benito Juárez,19.46471430744137,-99.34933571693009,ok
DS-0242,Gustavo A. Madero,19.448408544162582,-99.30517185160052,coordenadas_invertidas
DS-0243,Álvaro Obregón,19.166320370983215,-99.00489417450363,ok
DS-0244,Miguel Hidalgo,19.31538479529953,-99.34950677499523,ok
DS-0245,Tlalpan,19.353007910350005,-99.14673305767484,ok
DS-0246,Azcapotzalco,19.483869476888007,-99.15419919739712,coordenadas_invertidas
DS-0247,Iztapalapa,19.351553578669364,-99.21676233559576,coordenadas_invertidas
DS-0249,Miguel Hidalgo,19.237092021703592,-99.03776754498936,ok
DS-0250,Álvaro Obregón,19.26294104318676,-99.01351851751402,ok
DS-0251,Iztapalapa,19.37596551278999,-99.2458605826339,ok
DS-0252,Iztapalapa,19.483745315876163,-99.2210038236129,ok
DS-0253,Benito Juárez,19.27694844103815,-99.25300685878868,ok
DS-0254,Iztapalapa,19.17391978147568,-99.15805463977958,ok
DS-0255,Benito Juárez,19.16833118149879,-99.07669665693648,ok
DS-0256,Gustavo A. Madero,19.42300714012172,-99.25869884981462,ok
DS-0257,Tlalpan,19.458284381711955,-99.21770570317804,ok
DS-0258,Gustavo A. Madero,19.102639039927062,-98.97784615296436,signo_longitud
DS-0260,Venustiano Carranza,19.347216831878228,-99.16569215790418,ok
DS-0261,Cuauhtémoc,19.12308662209635,-99.06537678336127,coordenadas_invertidas
DS-0262,Venustiano Carranza,19.46233209522817,-99.289818395377,ok
DS-0263,Cuauhtémoc,19.20516733696204,-99.3310503919978,coordenadas_invertidas
DS-0264,Iztapalapa,19.121935966485573,-99.2947178513446,ok
DS-0265,Miguel Hidalgo,19.510485236243724,-98.98247072258772,ok
DS-0266,Cuauhtémoc,19.13276586136764,-99.34629608727154,ok
DS-0267,Gustavo A. Madero,19.192360041168968,-99.27467121007544,coordenadas_invertidas
DS-0268,Tlalpan,19.12680669759603,-99.33748659483932,ok
DS-0269,Miguel Hidalgo,19.10774503183268,-99.30574821297512,ok
DS-0270,Venustiano Carranza,19.06057400816822,-99.10194028534868,ok
DS-0271,Coyoacán,19.07769770458213,-99.25334443650436,ok
DS-0272,Coyoacán,19.137320735467927,-99.12231517982772,ok
DS-0274,Álvaro Obregón,19.345571908055486,-99.01022586676407,ok
DS-0276,Álvaro Obregón,19.24681522841601,-99.00865221626306,ok
DS-0277,Benito Juárez,19.208995548476025,-99.1023523654292,ok
DS-0278,Cuauhtémoc,19.30226311851112,-99.28490260555802,ok
DS-0279,Coyoacán,19.487502471117303,-99.04082504474589,ok
DS-0281,Tlalpan,19.071737531006395,-99.24829460649832,ok
DS-0282,Coyoacán,19.14074920479826,-98.98248252763894,ok
DS-0284,Tlalpan,19.174693787916105,-99.10863021826668,ok
DS-0285,Gustavo A. Madero,19.33561632587139,-98.95614018655294,ok
DS-0288,Azcapotzalco,19.236807069229787,-99.2226403528686,ok
DS-0289,Venustiano Carranza,19.31187647435882,-99.0303145911034,ok
DS-0290,Álvaro Obregón,19.10083595145186,-99.10970643245494,ok
DS-0291,Coyoacán,19.46672927689428,-99.26345772190984,ok
DS-0292,Coyoacán,19.075980933232557,-99.1843895624843,ok
DS-0293,Benito Juárez,19.51242093450903,-99.22294574625457,signo_longitud
DS-0294,Tlalpan,19.09955657078994,-99.31875664276784,ok
DS-0296,Azcapotzalco,19.50132657196381,-99.21140853783712,ok
DS-0298,Álvaro Obregón,19.4510129401368,-99.28380489696728,ok
DS-0299,Benito Juárez,19.439738770385667,-99.05992667165964,ok
DS-0300,Azcapotzalco,19.371241637997773,-99.06676350572656,ok
DS-0301,Benito Juárez,19.439498177289064,-99.05456784541704,ok
DS-0302,Miguel Hidalgo,19.11727610420657,-99.223138731548,ok
DS-0303,Iztapalapa,19.31803401797382,-98.99399221715292,ok
DS-0304,Azcapotzalco,19.30711143509521,-99.11246778078862,ok
DS-0305,Venustiano Carranza,19.47878607206128,-99.29958946330134,ok
DS-0306,Cuauhtémoc,19.28139968279676,-99.2925125354178,ok
DS-0307,Coyoacán,19.24254474805018,-99.07276182922811,ok
DS-0308,Miguel Hidalgo,19.369781635618555,-99.28082242542315,ok
DS-0309,Coyoacán,19.183231658750422,-99.14708291936718,coordenadas_invertidas
DS-0310,Iztapalapa,19.11988420547698,-98.95329020962852,ok
DS-0311,Benito Juárez,19.288938637011874,-99.34839695810666,ok
DS-0312,Cuauhtémoc,19.258444684297444,-99.34336807924096,ok
DS-0315,Benito Juárez,19.23319622491313,-99.2992360097926,ok
DS-0316,Cuauhtémoc,19.213747782206276,-98.99107912009836,ok
DS-0317,Cuauhtémoc,19.239732039863465,-98.99784787994892,ok
DS-0318,Álvaro Obregón,19.39287167272797,-99.13551983475544,ok
DS-0319,Azcapotzalco,19.198438237285643,-99.1012831880557,ok
DS-0320,Tlalpan,19.52442896335767,-99.24072512339964,ok
DS-0321,Cuauhtémoc,19.50817400976909,-99.3297921214512,signo_longitud
DS-0322,Cuauhtémoc,19.29045521415004,-99.11217295644366,ok
DS-0323,Coyoacán,19.214180602502346,-99.23209792271888,ok
DS-0324,Gustavo A. Madero,19.317717394915004,-99.08455158133586,ok
DS-0325,Tlalpan,19.47428024438681,-99.01550192926295,ok
DS-0326,Azcapotzalco,19.37629367028005,-99.34273578243425,ok
DS-0327,Coyoacán,19.45219591397354,-99.1117144901257,ok
DS-0328,Miguel Hidalgo,19.31636113803287,-99.25748778412526,ok
DS-0330,Miguel Hidalgo,19.194077807091237,-99.24853419737526,ok
DS-0331,Cuauhtémoc,19.417446581155147,-99.10569194670585,ok
DS-0333,Benito Juárez,19.39739906440925,-99.1915333999763,ok
DS-0334,Azcapotzalco,19.480359534162947,-99.07895169456008,ok
DS-0335,Iztapalapa,19.116051418650773,-99.05969214611385,ok
DS-0336,Iztapalapa,19.35718987027096,-99.12322488187225,ok
DS-0337,Álvaro Obregón,19.09754787411497,-99.0466311051261,ok
DS-0338,Azcapotzalco,19.412857814135712,-98.95663316960282,ok
DS-0339,Cuauhtémoc,19.09224660941176,-99.18229104483969,ok
DS-0340,Cuauhtémoc,19.517969911350317,-99.14416677924578,ok
DS-0341,Álvaro Obregón,19.118703965018906,-99.3450120488235,ok
DS-0343,Iztapalapa,19.45044208804255,-99.1419079731816,ok
DS-0344,Tlalpan,19.346841002233177,-99.18681542785578,coordenadas_invertidas
DS-0345,Iztapalapa,19.44131205231477,-99.31237121476424,ok
DS-0346,Benito Juárez,19.447557419491545,-98.99413743132985,ok
DS-0347,Coyoacán,19.523013531408665,-99.19199710398378,ok
DS-0348,Tlalpan,19.1766916769196,-99.07696736071632,ok
DS-0349,Benito Juárez,19.34503794767916,-99.29025033745272,ok
DS-0350,Iztapalapa,19.0975245987822,-98.96538014818358,ok
DS-0351,Iztapalapa,19.35808285001206,-99.27862329527126,ok
DS-0354,Álvaro Obregón,19.336215257016924,-98.98496690234325,ok
DS-0355,Coyoacán,19.282992576490614,-99.26514103699068,ok
DS-0356,Coyoacán,19.311315887756564,-99.16207964473008,ok
DS-0357,Álvaro Obregón,19.43196169500329,-99.05660203817489,ok
DS-0358,Benito Juárez,19.449622358256036,-98.99865370647568,ok
DS-0359,Gustavo A. Madero,19.296076607787715,-99.19837892198508,ok
DS-0360,Benito Juárez,19.349796720761308,-99.14319220526022,ok
DS-0361,Gustavo A. Madero,19.51561811784505,-99.0533134357921,coordenadas_invertidas
DS-0362,Tlalpan,19.10986679425056,-99.05754560933887,signo_longitud
DS-0363,Venustiano Carranza,19.10855178295005,-99.03681594798957,ok
DS-0364,Miguel Hidalgo,19.093854505955385,-99.12202647254338,ok
DS-0365,Tlalpan,19.378931642520264,-99.30815396127808,ok
DS-0366,Cuauhtémoc,19.25930415039519,-98.98841068364878,coordenadas_invertidas
DS-0367,Coyoacán,19.437160708070923,-99.0037709842716,ok
DS-0369,Miguel Hidalgo,19.21681887916412,-99.31005500913572,ok
DS-0370,Miguel Hidalgo,19.499183273680767,-99.26824105316744,ok
DS-0371,Cuauhtémoc,19.43126607353533,-99.05255985395694,ok
DS-0372,Azcapotzalco,19.185267470455088,-99.3407439621672,ok
DS-0373,Cuauhtémoc,19.232096008886028,-98.95831014651708,signo_longitud
DS-0374,Coyoacán,19.20721999010213,-99.19914212785773,ok
DS-0375,Gustavo A. Madero,19.1288058243125,-99.06227498652368,ok
DS-0376,Venustiano Carranza,19.123891686271097,-98.99497156460478,ok
DS-0378,Miguel Hidalgo,19.26895201859938,-99.22234700456012,ok
DS-0379,Venustiano Carranza,19.241659911388705,-99.1065035484407,ok
DS-0380,Gustavo A. Madero,19.41484285433869,-99.11760425050078,ok
DS-0381,Miguel Hidalgo,19.32649653262645,-99.18634400895009,ok
DS-0382,Álvaro Obregón,19.518069993419232,-99.10929009765292,ok
DS-0384,Coyoacán,19.28968478206227,-99.16294389734936,ok
DS-0385,Miguel Hidalgo,19.238179736740413,-99.27130312769974,ok
DS-0386,Azcapotzalco,19.54331577246216,-99.1991176068468,ok
DS-0387,Venustiano Carranza,19.40888011800182,-99.19235720696275,ok
DS-0388,Venustiano Carranza,19.52559733000192,-99.2975565227895,ok
DS-0389,Venustiano Carranza,19.10923928860852,-99.28485139977818,ok
DS-0390,Azcapotzalco,19.475266839595392,-99.07617517064251,coordenadas_invertidas
DS-0391,Álvaro Obregón,19.368536941995604,-99.21420889831644,coordenadas_invertidas
DS-0392,Miguel Hidalgo,19.11096083916756,-98.96804064325768,ok
DS-0393,Gustavo A. Madero,19.34412899998461,-99.25256130185656,ok
DS-0394,Benito Juárez,19.393048182552725,-99.31043019795808,ok
DS-0395,Álvaro Obregón,19.056151342944304,-99.04859817479988,ok
DS-0396,Gustavo A. Madero,19.277158980920877,-98.99758557923283,ok
DS-0397,Venustiano Carranza,19.46269975559816,-99.2387546572514,ok
DS-0398,Benito Juárez,19.19767951267205,-99.2691647593418,ok
DS-0399,Benito Juárez,19.27927404089928,-99.27569354605156,signo_longitud
DS-0401,Cuauhtémoc,19.20096369572125,-99.16263334350128,ok
DS-0402,Iztapalapa,19.50922094775778,-99.24622406405818,ok
DS-0403,Tlalpan,19.44064701771576,-99.33193075320422,ok
DS-0404,Iztapalapa,19.10529420549805,-99.15740346386949,ok
DS-0406,Azcapotzalco,19.489600012153872,-99.08899231969892,ok
DS-0407,Coyoacán,19.191954218932025,-99.15179737734856,ok
DS-0408,Tlalpan,19.46844828983047,-99.30572317038816,ok
DS-0409,Álvaro Obregón,19.10320976593569,-99.24902548378016,ok
DS-0410,Cuauhtémoc,19.54955236523712,-99.23209042017018,ok
DS-0411,Iztapalapa,19.382842368053268,-99.04407857895713,ok
DS-0412,Cuauhtémoc,19.3750625077794,-98.99931568109416,ok
DS-0413,Venustiano Carranza,19.095220363492068,-98.98934325857344,ok
DS-0414,Gustavo A. Madero,19.498516699448317,-98.9561725566997,ok
DS-0416,Álvaro Obregón,19.170414029020574,-98.9688003468928,coordenadas_invertidas
DS-0417,Gustavo A. Madero,19.12151093758332,-99.32127114379884,ok
DS-0418,Benito Juárez,19.43838397034611,-99.29488258562888,ok
DS-0420,Álvaro Obregón,19.50531911356544,-99.12884069837422,ok
DS-0422,Tlalpan,19.068081355247347,-99.01168121687914,ok
DS-0425,Coyoacán,19.352962588823864,-99.28387547065309,ok
DS-0426,Iztapalapa,19.450740905429708,-99.24869781023992,signo_longitud
DS-0427,Miguel Hidalgo,19.169276410313696,-99.28587519000708,ok
DS-0428,Coyoacán,19.47470442146154,-99.00922673688208,ok
DS-0429,Tlalpan,19.07861597007663,-99.11630885597552,ok
DS-0430,Benito Juárez,19.45048192682084,-99.05594822899216,coordenadas_invertidas
DS-0431,Miguel Hidalgo,19.51389771508614,-99.23158685483598,coordenadas_invertidas
DS-0432,Iztapalapa,19.436054199552192,-99.20149894516469,ok
DS-0433,Miguel Hidalgo,19.39906039198932,-99.18805801422938,ok
DS-0434,Coyoacán,19.46899010932769,-99.04599401130238,signo_longitud
DS-0435,Álvaro Obregón,19.070075649773536,-99.04105880493016,ok
DS-0436,Iztapalapa,19.15089105535953,-99.26727458899438,ok
DS-0437,Gustavo A. Madero,19.112461839652823,-98.97338445730476,ok
DS-0438,Gustavo A. Madero,19.302265495096496,-99.30173786502252,ok
DS-0439,Azcapotzalco,19.42259406416442,-98.99155116703056,ok
DS-0440,Cuauhtémoc,19.3650059222882,-99.30984174174009,ok
DS-0441,Coyoacán,19.47556554988097,-99.24418407553948,ok
