id_punto,alcaldia,latitud,longitud,error_inyectado,latitud_real,longitud_real
DS-0138,Cuauhtémoc,0.0,0.0,ceros,19.29115171847145,-99.06469672147531
DS-0139,Iztapalapa,19.441367613625143,-99.04051172689935,ninguno,19.441367613625143,-99.04051172689935
DS-0140,Álvaro Obregón,19.09136499996122,-99.00381738077773,ninguno,19.09136499996122,-99.00381738077773
DS-0141,Tlalpan,19.29332916541908,-99.0542274126094,ninguno,19.29332916541908,-99.0542274126094
DS-0142,Azcapotzalco,0.0,0.0,ceros,19.29535349717726,-99.02965136315734
DS-0143,Venustiano Carranza,19.51891322748749,-99.33041451607069,ninguno,19.51891322748749,-99.33041451607069
DS-0144,Gustavo A. Madero,19.335864026188037,-99.25618593982348,ninguno,19.335864026188037,-99.25618593982348
DS-0145,Coyoacán,19.286744700528477,-99.1012408906499,ninguno,19.286744700528477,-99.1012408906499
DS-0146,Álvaro Obregón,19.183487831545946,-99.00674987815007,ninguno,19.183487831545946,-99.00674987815007
DS-0147,Miguel Hidalgo,40.72728632899008,-73.94051889973562,outlier_geografico,19.215784498671276,-99.34819995002412
DS-0148,Venustiano Carranza,19.31033620123577,-99.14414826315345,ninguno,19.31033620123577,-99.14414826315345
DS-0149,Azcapotzalco,,,nulos,19.269455730152526,-99.07908504025424
DS-0150,Azcapotzalco,19.060806039940164,-99.33815708434855,ninguno,19.060806039940164,-99.33815708434855
DS-0151,Coyoacán,19.46314596209718,-99.18945777697864,ninguno,19.46314596209718,-99.18945777697864
DS-0152,Coyoacán,19.498080385919884,-98.99174604744653,ninguno,19.498080385919884,-98.99174604744653
DS-0153,Azcapotzalco,19.120124544499305,-99.08135487645765,ninguno,19.120124544499305,-99.08135487645765
DS-0154,Iztapalapa,0.0,0.0,ceros,19.327018071769526,-99.25493665465575
DS-0155,Tlalpan,19.104287870567724,-99.00888754814724,ninguno,19.104287870567724,-99.00888754814724
DS-0156,Álvaro Obregón,19.386120046519906,-99.21078743063619,ninguno,19.386120046519906,-99.21078743063619
DS-0157,Álvaro Obregón,19.190616891919504,99.00866213154238,signo_longitud,19.190616891919504,-99.00866213154238
DS-0158,Gustavo A. Madero,19.37971131734595,-99.23042253955244,ninguno,19.37971131734595,-99.23042253955244
DS-0159,Azcapotzalco,19.41349730714344,-99.11387189964674,ninguno,19.41349730714344,-99.11387189964674
DS-0160,Coyoacán,19.434323745958828,-99.19122397290086,ninguno,19.434323745958828,-99.19122397290086
DS-0161,Azcapotzalco,19.10387047297795,-99.24006997969796,ninguno,19.10387047297795,-99.24006997969796
DS-0162,Benito Juárez,19.508005922568806,-98.99537697513125,ninguno,19.508005922568806,-98.99537697513125
DS-0163,Álvaro Obregón,19.16510699544744,-99.2749625272242,ninguno,19.16510699544744,-99.2749625272242
DS-0164,Venustiano Carranza,-99.31607536350569,19.06870627808809,coordenadas_invertidas,19.06870627808809,-99.31607536350569
DS-0165,Venustiano Carranza,19.327426234695743,-99.21322922458174,ninguno,19.327426234695743,-99.21322922458174
DS-0166,Venustiano Carranza,19.23546114193122,-99.06294434094337,ninguno,19.23546114193122,-99.06294434094337
DS-0167,Coyoacán,35.64484654595511,139.68403169003616,outlier_geografico,19.46489487156621,-99.02702735760948
DS-0168,Azcapotzalco,19.45412573603215,-98.9505026519733,ninguno,19.45412573603215,-98.9505026519733
DS-0169,Venustiano Carranza,19.20856944641136,-99.23145517719553,ninguno,19.20856944641136,-99.23145517719553
DS-0170,Venustiano Carranza,19.526449697534872,-99.18682321954749,ninguno,19.526449697534872,-99.18682321954749
DS-0171,Cuauhtémoc,19.19545891907006,-99.29527148878815,ninguno,19.19545891907006,-99.29527148878815
DS-0172,Tlalpan,19.307528564615858,-99.12005122815079,ninguno,19.307528564615858,-99.12005122815079
DS-0173,Venustiano Carranza,19.1779825452838,-98.95096798509483,ninguno,19.1779825452838,-98.95096798509483
DS-0174,Tlalpan,19.518021785024484,-99.06964759595174,ninguno,19.518021785024484,-99.06964759595174
DS-0175,Benito Juárez,19.13230390879101,-99.11191486383466,ninguno,19.13230390879101,-99.11191486383466
DS-0176,Tlalpan,19.072455309696164,-99.19305236283128,ninguno,19.072455309696164,-99.19305236283128
DS-0177,Miguel Hidalgo,19.26754853000152,-98.98388049588578,ninguno,19.26754853000152,-98.98388049588578
DS-0178,Álvaro Obregón,19.546187782027918,-99.15123336154785,ninguno,19.546187782027918,-99.15123336154785
DS-0179,Gustavo A. Madero,19.49583863312746,-99.29625323467477,ninguno,19.49583863312746,-99.29625323467477
DS-0180,Álvaro Obregón,-99.20384861472034,19.424304009728477,coordenadas_invertidas,19.424304009728477,-99.20384861472034
DS-0181,Gustavo A. Madero,19.495396245439263,-99.32313333246088,ninguno,19.495396245439263,-99.32313333246088
DS-0182,Benito Juárez,19.496723319848932,-99.26920838492448,ninguno,19.496723319848932,-99.26920838492448
DS-0183,Gustavo A. Madero,19.309429180193224,-99.34293248760002,ninguno,19.309429180193224,-99.34293248760002
DS-0184,Gustavo A. Madero,19.207964525915397,-99.16868803339993,ninguno,19.207964525915397,-99.16868803339993
DS-0185,Gustavo A. Madero,19.436006216055496,-99.09618389401928,ninguno,19.436006216055496,-99.09618389401928
DS-0186,Benito Juárez,19.38083063158388,-99.21268301504844,ninguno,19.38083063158388,-99.21268301504844
DS-0187,Coyoacán,19.236828864436855,-99.18184729139789,ninguno,19.236828864436855,-99.18184729139789
DS-0188,Benito Juárez,-98.96631629086217,19.097233334030758,coordenadas_invertidas,19.097233334030758,-98.96631629086217
DS-0189,Álvaro Obregón,-99.04921475137003,19.423394805674512,coordenadas_invertidas,19.423394805674512,-99.04921475137003
DS-0190,Iztapalapa,19.181230257961435,99.13365734522202,signo_longitud,19.181230257961435,-99.13365734522202
DS-0191,Coyoacán,19.51840657526689,-99.23618364995527,ninguno,19.51840657526689,-99.23618364995527
DS-0192,Álvaro Obregón,19.170485287502842,-98.9912012804908,ninguno,19.170485287502842,-98.9912012804908
DS-0193,Benito Juárez,19.111378966205745,-99.25596115324774,ninguno,19.111378966205745,-99.25596115324774
DS-0194,Benito Juárez,19.465556336062456,-99.21986290779333,ninguno,19.465556336062456,-99.21986290779333
DS-0195,Gustavo A. Madero,-98.98637407423082,19.126642158312247,coordenadas_invertidas,19.126642158312247,-98.98637407423082
DS-0196,Azcapotzalco,-99.13818317788596,19.13963415407887,coordenadas_invertidas,19.13963415407887,-99.13818317788596
DS-0197,Benito Juárez,19.349691395760424,-99.05307282023281,ninguno,19.349691395760424,-99.05307282023281
DS-0198,Azcapotzalco,-99.1137020823345,19.487281020418735,coordenadas_invertidas,19.487281020418735,-99.1137020823345
DS-0199,Iztapalapa,19.148217332857286,-99.0886243163962,ninguno,19.148217332857286,-99.0886243163962
DS-0200,Miguel Hidalgo,-99.23024668339407,19.20516183645005,coordenadas_invertidas,19.20516183645005,-99.23024668339407
DS-0201,Coyoacán,19.438702419120588,-99.25345117534933,ninguno,19.438702419120588,-99.25345117534933
DS-0202,Cuauhtémoc,19.535913213030483,-99.22100306113254,ninguno,19.535913213030483,-99.22100306113254
DS-0203,Cuauhtémoc,19.30037059310117,-99.28782337436662,ninguno,19.30037059310117,-99.28782337436662
DS-0204,Coyoacán,19.121948751275625,99.00027425388367,signo_longitud,19.121948751275625,-99.00027425388367
DS-0205,Álvaro Obregón,19.056968143854103,-99.23670122669995,ninguno,19.056968143854103,-99.23670122669995
DS-0206,Tlalpan,19.16482801499943,-99.12540424223424,ninguno,19.16482801499943,-99.12540424223424
DS-0207,Miguel Hidalgo,19.11591110889326,-99.03321022994345,ninguno,19.11591110889326,-99.03321022994345
DS-0208,Azcapotzalco,-99.03647035624972,19.38882933680643,coordenadas_invertidas,19.38882933680643,-99.03647035624972
DS-0209,Benito Juárez,19.110916252314265,-99.17464549656633,ninguno,19.110916252314265,-99.17464549656633
DS-0210,Miguel Hidalgo,,,nulos,19.303164965810318,-99.1594970765653
DS-0211,Gustavo A. Madero,19.397131217821443,-98.95211930042599,ninguno,19.397131217821443,-98.95211930042599
DS-0212,Tlalpan,,,nulos,19.34055830461045,-99.0801610092084
DS-0213,Gustavo A. Madero,-99.02414462275284,19.149887825830028,coordenadas_invertidas,19.149887825830028,-99.02414462275284
DS-0214,Miguel Hidalgo,19.452062263091133,-98.9889784123123,ninguno,19.452062263091133,-98.9889784123123
DS-0215,Miguel Hidalgo,19.407703564807903,-99.03496406550826,ninguno,19.407703564807903,-99.03496406550826
DS-0216,Coyoacán,,,nulos,19.41949200195777,-99.27592826201857
DS-0217,Álvaro Obregón,19.115528875778658,-99.12513170650497,ninguno,19.115528875778658,-99.12513170650497
DS-0218,Venustiano Carranza,19.111876901825173,-99.30924233707418,ninguno,19.111876901825173,-99.30924233707418
DS-0219,Benito Juárez,19.513781275503256,-99.0888311493744,ninguno,19.513781275503256,-99.0888311493744
DS-0220,Miguel Hidalgo,192.48789096912472,-98.96786022872487,tipazo_decimal,19.24878909691247,-98.96786022872487
DS-0221,Venustiano Carranza,19.20047434589047,-99.14490717427995,ninguno,19.20047434589047,-99.14490717427995
DS-0222,Miguel Hidalgo,19.294292022675766,-99.17681100285289,ninguno,19.294292022675766,-99.17681100285289
DS-0223,Cuauhtémoc,0.05143904598727547,-90.11070936855215,outlier_geografico,19.38143210638179,-99.33566289943273
DS-0224,Álvaro Obregón,19.527811628523487,-98.96609019106832,ninguno,19.527811628523487,-98.96609019106832
DS-0225,Álvaro Obregón,19.19322311344103,-99.30879892634793,ninguno,19.19322311344103,-99.30879892634793
DS-0226,Gustavo A. Madero,19.407223607749827,-180.0693221126635,outlier_geografico,19.512404214656016,-99.33356836267805
DS-0227,Azcapotzalco,19.06242974569313,-99.25157335539802,ninguno,19.06242974569313,-99.25157335539802
DS-0228,Venustiano Carranza,-33.457651293810315,-70.63248987519867,outlier_geografico,19.32759902116341,-99.32378782643264
DS-0229,Benito Juárez,193.6698755584054,-99.1679528630353,tipazo_decimal,19.36698755584054,-99.1679528630353
DS-0230,Venustiano Carranza,19.102948701875377,-99.14356487949715,ninguno,19.102948701875377,-99.14356487949715
DS-0231,Gustavo A. Madero,19.120169798531958,-99.22497202038856,ninguno,19.120169798531958,-99.22497202038856
DS-0232,Cuauhtémoc,19.259557159658154,-99.32961580697004,ninguno,19.259557159658154,-99.32961580697004
DS-0233,Venustiano Carranza,19.53311595607159,-99.3053598527003,ninguno,19.53311595607159,-99.3053598527003
DS-0234,Miguel Hidalgo,19.34802127661719,-99.19619824880402,ninguno,19.34802127661719,-99.19619824880402
DS-0235,Iztapalapa,19.516511610800105,-99.32578861966938,ninguno,19.516511610800105,-99.32578861966938
DS-0236,Tlalpan,19.452180457806485,-99.07072410975603,ninguno,19.452180457806485,-99.07072410975603
DS-0237,Benito Juárez,192.83690800777646,-99.26719178339007,tipazo_decimal,19.283690800777645,-99.26719178339007
DS-0238,Benito Juárez,25.606880535057144,-100.30852882122075,outlier_geografico,19.442381724626095,-99.22917137248655
DS-0239,Álvaro Obregón,19.058918391988495,99.19234968912876,signo_longitud,19.058918391988495,-99.19234968912876
DS-0240,Azcapotzalco,191.0457199838287,-99.18335614677234,tipazo_decimal,19.10457199838287,-99.18335614677234
DS-0241,Benito Juárez,19.46471430744137,-99.34933571693007,ninguno,19.46471430744137,-99.34933571693007
DS-0242,Gustavo A. Madero,-99.30517185160052,19.448408544162582,coordenadas_invertidas,19.448408544162582,-99.30517185160052
DS-0243,Álvaro Obregón,19.166320370983218,-99.00489417450365,ninguno,19.166320370983218,-99.00489417450365
DS-0244,Miguel Hidalgo,19.31538479529953,-99.34950677499523,ninguno,19.31538479529953,-99.34950677499523
DS-0245,Tlalpan,19.353007910350005,-99.14673305767485,ninguno,19.353007910350005,-99.14673305767485
DS-0246,Azcapotzalco,-99.15419919739712,19.483869476888007,coordenadas_invertidas,19.483869476888007,-99.15419919739712
DS-0247,Iztapalapa,-99.21676233559575,19.351553578669364,coordenadas_invertidas,19.351553578669364,-99.21676233559575
DS-0248,Miguel Hidalgo,192.56285784636842,-99.17746919194141,tipazo_decimal,19.25628578463684,-99.17746919194141
DS-0249,Miguel Hidalgo,19.237092021703592,-99.03776754498936,ninguno,19.237092021703592,-99.03776754498936
DS-0250,Álvaro Obregón,19.262941043186757,-99.01351851751402,ninguno,19.262941043186757,-99.01351851751402
DS-0251,Iztapalapa,19.37596551278999,-99.2458605826339,ninguno,19.37596551278999,-99.2458605826339
DS-0252,Iztapalapa,19.483745315876163,-99.2210038236129,ninguno,19.483745315876163,-99.2210038236129
DS-0253,Benito Juárez,19.27694844103815,-99.25300685878867,ninguno,19.27694844103815,-99.25300685878867
DS-0254,Iztapalapa,19.17391978147568,-99.15805463977958,ninguno,19.17391978147568,-99.15805463977958
DS-0255,Benito Juárez,19.16833118149879,-99.07669665693648,ninguno,19.16833118149879,-99.07669665693648
